,Opponent,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OPP FG,OPP FGA,OPP FG%,OPP 3P,OPP 3PA,OPP 3P%,OPP FT,OPP FTA,OPP FT%,OPP ORB,OPP TRB,OPP AST,OPP STL,OPP BLK,OPP TOV,OPP PF,TEAM,GP,OREB,OPP OREB,REB,OPP REB,POSS,OPP POSS,PTS,OPP PTS,PPP,OPP PPP,3PA%,OPP 3PA%,FTA%,OPP FTA%,DREB,OPP DREB,ORB%,OPP ORB%,DRB%,OPP DRB%,REB%,OPP REB%,TO%,OPP TO%,Margin,Unnamed: 0,Logo,FinalFour
0,Lafayette,W,67,54,21,58,0.362,10,34,0.294,15,25,0.6,17,43,13,9,1,9,17,19,52,0.365,10,34,0.294,6,16,0.375,8,32,14,4,2,14,21,Miami Hurricanes,36,17,8,43,32,58.559999999999995,62.4384,67,54,1.1441256830601094,0.8648523985239852,58.62068965517241,65.38461538461539,43.10344827586207,30.76923076923077,26,24,41.46341463414634,23.529411764705884,76.47058823529412,58.53658536585366,57.333333333333336,42.666666666666664,15.368852459016395,22.42209922099221,13,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
1,UNC Greensboro,W,79,65,31,58,0.534,13,27,0.481,4,4,1.0,7,31,19,3,3,14,17,24,58,0.414,8,24,0.333,9,13,0.692,8,25,18,6,0,10,13,Miami Hurricanes,36,7,8,31,25,64.0896,63.09119999999999,79,65,1.2326492909926103,1.0302546155406778,46.55172413793103,41.37931034482759,6.896551724137931,22.413793103448278,24,17,29.166666666666668,25.0,75.0,70.83333333333333,55.357142857142854,44.642857142857146,21.844417815058915,15.85007100831812,14,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
2,Florida A&M,W,87,61,35,66,0.53,7,23,0.304,10,14,0.714,9,29,22,15,5,10,13,26,53,0.491,4,10,0.4,5,9,0.556,8,29,15,6,3,22,13,Miami Hurricanes,36,9,8,29,29,70.2336,68.12159999999999,87,61,1.23872334609076,0.8954575347613681,34.84848484848485,18.867924528301888,21.21212121212121,16.9811320754717,20,21,30.0,28.571428571428573,71.42857142857143,70.0,50.0,50.0,14.238199380353564,32.295189778278846,26,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
3,Providence,W,74,64,27,63,0.429,4,13,0.308,16,18,0.889,11,33,7,6,3,9,18,21,50,0.42,5,21,0.238,17,22,0.773,3,24,7,4,4,14,16,Miami Hurricanes,36,11,3,33,24,66.1632,67.8528,74,64,1.118446508028632,0.9432182607055273,20.634920634920636,42.0,28.571428571428573,44.0,22,21,34.375,12.0,88.0,65.625,57.89473684210526,42.10526315789474,13.602727800348228,20.632899452933408,10,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
4,Maryland,L,70,88,28,62,0.452,5,20,0.25,9,12,0.75,6,16,8,6,1,10,21,30,50,0.6,9,21,0.429,19,23,0.826,10,37,12,3,3,17,12,Miami Hurricanes,36,6,10,16,37,68.4288,64.43520000000001,70,88,1.022961092405537,1.3657131505760824,32.25806451612903,42.0,19.35483870967742,46.0,10,27,18.181818181818183,50.0,50.0,81.81818181818181,30.18867924528302,69.81132075471699,14.61372989150767,26.383094954310685,-18,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
5,St. Francis (NY),W,79,56,28,54,0.519,5,15,0.333,18,26,0.692,8,34,15,13,6,12,8,20,56,0.357,7,19,0.368,9,12,0.75,8,24,9,7,3,18,14,Miami Hurricanes,36,8,8,34,24,66.66239999999999,68.4288,79,56,1.1850758448540708,0.8183688739244296,27.77777777777778,33.92857142857143,48.148148148148145,21.428571428571427,26,16,33.333333333333336,23.529411764705884,76.47058823529412,66.66666666666667,58.62068965517241,41.37931034482759,18.001152073732722,26.304713804713806,23,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
6,UCF,W,66,64,26,54,0.481,6,19,0.316,8,12,0.667,13,25,14,8,1,15,18,24,53,0.453,4,17,0.235,12,17,0.706,10,27,7,8,2,15,13,Miami Hurricanes,36,13,10,25,27,58.8288,62.860800000000005,66,64,1.1218994778067886,1.0181225819588677,35.18518518518518,32.075471698113205,22.22222222222222,32.075471698113205,12,17,43.333333333333336,45.45454545454545,54.54545454545455,56.666666666666664,48.07692307692308,51.92307692307692,25.49771540469974,23.862248014660963,2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
7,Rutgers,W,68,61,26,53,0.491,6,18,0.333,10,12,0.833,7,27,13,9,7,13,6,25,67,0.373,7,21,0.333,4,4,1.0,14,34,14,9,2,15,12,Miami Hurricanes,36,7,14,27,34,61.7088,66.9696,68,61,1.101949802945447,0.9108610474006116,33.9622641509434,31.34328358208955,22.641509433962263,5.970149253731344,20,20,25.925925925925927,41.1764705882353,58.8235294117647,74.07407407407408,44.26229508196721,55.73770491803279,21.066687409251195,22.39822247706422,7,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
8,Louisville,W,80,53,32,64,0.5,6,22,0.273,10,11,0.909,10,39,18,10,7,16,17,17,57,0.298,3,20,0.15,16,18,0.889,8,31,6,6,1,18,12,Miami Hurricanes,36,10,8,39,31,71.8464,71.9232,80,53,1.113486549082487,0.7368971347214808,34.375,35.08771929824562,17.1875,31.57894736842105,29,23,30.303030303030305,21.62162162162162,78.37837837837837,69.6969696969697,55.714285714285715,44.285714285714285,22.26973098164974,25.02669514148425,27,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
9,Cornell,W,107,105,36,65,0.554,13,26,0.5,22,26,0.846,11,35,21,6,3,15,17,41,79,0.519,12,36,0.333,11,15,0.733,12,29,27,12,1,7,18,Miami Hurricanes,36,11,12,35,29,77.2224,77.37599999999999,107,105,1.3856083209017074,1.3570099255583128,40.0,45.56962025316456,40.0,18.9873417721519,24,17,39.285714285714285,33.333333333333336,66.66666666666667,60.714285714285715,54.6875,45.3125,19.42441571357534,9.04673283705542,2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
10,NC State,W,80,73,30,66,0.455,6,19,0.316,14,17,0.824,8,36,22,4,0,5,11,29,64,0.453,8,24,0.333,7,12,0.583,7,32,16,4,5,8,18,Miami Hurricanes,36,8,7,36,32,67.6608,67.4688,80,73,1.182368520620507,1.0819815974198443,28.78787878787879,37.5,25.757575757575758,18.75,28,25,24.242424242424242,20.0,80.0,75.75757575757575,52.94117647058823,47.05882352941177,7.38980325387817,11.857332574464047,7,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
11,Saint Francis (PA),W,91,76,35,66,0.53,8,26,0.308,13,18,0.722,13,37,19,7,10,7,14,26,61,0.426,7,19,0.368,17,21,0.81,8,28,14,3,1,8,12,Miami Hurricanes,36,13,8,37,28,65.2032,67.43039999999999,91,76,1.3956370239497449,1.12708807896735,39.39393939393939,31.147540983606557,27.272727272727273,34.42622950819672,24,20,39.39393939393939,25.0,75.0,60.60606060606061,56.92307692307692,43.07692307692308,10.735669414998037,11.86408504176158,15,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
12,Virginia,W,66,64,21,53,0.396,7,22,0.318,17,22,0.773,7,33,11,5,7,11,17,22,60,0.367,6,23,0.261,14,19,0.737,8,32,17,6,3,10,17,Miami Hurricanes,36,7,8,33,32,64.0128,67.5456,66,64,1.0310437912417516,0.9475080538184576,41.509433962264154,38.333333333333336,41.509433962264154,31.666666666666668,26,24,22.580645161290324,23.529411764705884,76.47058823529412,77.41935483870968,50.76923076923077,49.23076923076923,17.18406318736253,14.8048133409134,2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
13,Notre Dame,W,76,65,29,57,0.509,5,17,0.294,13,20,0.65,9,31,10,11,3,9,11,25,56,0.446,9,24,0.375,6,7,0.857,7,28,11,2,4,16,15,Miami Hurricanes,36,9,7,31,28,63.16799999999999,65.35679999999999,76,65,1.2031408308004055,0.9945407363885626,29.82456140350877,42.857142857142854,35.08771929824562,12.5,22,21,30.0,24.137931034482758,75.86206896551724,70.0,52.54237288135593,47.45762711864407,14.247720364741642,24.48100274187231,11,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
14,Georgia Tech,L,70,76,24,68,0.353,5,32,0.156,17,25,0.68,13,32,12,13,3,6,17,25,61,0.41,9,24,0.375,17,19,0.895,11,40,15,3,2,15,17,Miami Hurricanes,36,13,11,32,40,69.12,70.4256,70,76,1.0127314814814814,1.0791530352599055,47.05882352941177,39.34426229508197,36.76470588235294,31.147540983606557,19,29,30.952380952380953,36.666666666666664,63.333333333333336,69.04761904761905,44.44444444444444,55.55555555555556,8.680555555555555,21.299073064340238,-6,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
15,Boston College,W,88,72,32,53,0.604,12,18,0.667,12,15,0.8,6,26,20,6,1,12,8,32,63,0.508,4,9,0.444,4,7,0.571,10,22,14,5,2,8,14,Miami Hurricanes,36,6,10,26,22,62.97599999999999,61.516799999999996,88,72,1.3973577235772359,1.1704119850187267,33.9622641509434,14.285714285714286,28.30188679245283,11.11111111111111,20,12,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,54.166666666666664,45.833333333333336,19.05487804878049,13.004577611319185,16,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
16,NC State,L (1 OT),81,83,29,51,0.569,6,15,0.4,17,22,0.773,3,30,5,4,6,15,17,33,75,0.44,5,20,0.25,12,20,0.6,14,35,14,9,5,4,16,Miami Hurricanes,36,3,14,30,35,69.7728,70.848,81,83,1.1609108420473306,1.1715221318879856,29.41176470588235,26.666666666666668,43.13725490196079,26.666666666666668,27,21,12.5,34.146341463414636,65.85365853658537,87.5,46.15384615384615,53.84615384615385,21.49834892680242,5.645889792231256,-2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
17,Syracuse,W,82,78,25,60,0.417,7,23,0.304,25,28,0.893,16,39,16,5,2,11,18,29,67,0.433,6,20,0.3,14,17,0.824,13,31,19,8,0,9,19,Miami Hurricanes,36,16,13,39,31,64.62719999999999,67.6608,82,78,1.2688156070509014,1.1528093076049943,38.333333333333336,29.850746268656717,46.666666666666664,25.37313432835821,23,18,47.05882352941177,36.111111111111114,63.888888888888886,52.94117647058823,55.714285714285715,44.285714285714285,17.020697167755994,13.301645856980704,4,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
18,Duke,L,66,68,22,63,0.349,10,21,0.476,12,15,0.8,13,38,10,7,5,6,17,25,62,0.403,9,21,0.429,9,15,0.6,14,41,19,5,8,10,15,Miami Hurricanes,36,13,14,38,41,60.09599999999999,62.01599999999999,66,68,1.0982428115015976,1.0964912280701755,33.333333333333336,33.87096774193548,23.80952380952381,24.193548387096776,25,27,32.5,35.8974358974359,64.1025641025641,67.5,48.10126582278481,51.89873417721519,9.984025559105433,16.124871001031995,-2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
19,Florida State,W,86,63,31,55,0.564,11,22,0.5,13,19,0.684,8,36,23,5,1,17,13,26,63,0.413,3,22,0.136,8,13,0.615,8,23,12,11,6,10,13,Miami Hurricanes,36,8,8,36,23,69.4656,67.8912,86,63,1.2380228487193663,0.9279553167420814,40.0,34.92063492063492,34.54545454545455,20.634920634920636,28,15,34.78260869565217,22.22222222222222,77.77777777777777,65.21739130434783,61.016949152542374,38.983050847457626,24.472544683987472,14.729449472096531,23,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
20,Pitt,L,68,71,26,53,0.491,8,17,0.471,8,11,0.727,0,29,14,4,4,12,15,26,65,0.4,9,22,0.409,10,12,0.833,10,36,12,5,7,11,11,Miami Hurricanes,36,0,10,29,36,67.0464,68.4288,68,71,1.0142229858724703,1.0375748222970447,32.075471698113205,33.84615384615385,20.754716981132077,18.46153846153846,29,26,0.0,25.641025641025642,74.35897435897436,100.0,44.61538461538461,55.38461538461539,17.89805269186712,16.075102880658438,-3,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
21,Virginia Tech,W,92,83,35,60,0.583,8,19,0.421,14,17,0.824,6,26,18,10,3,11,16,29,51,0.569,7,17,0.412,18,20,0.9,2,21,14,7,3,14,15,Miami Hurricanes,36,6,2,26,21,69.5808,68.928,92,83,1.3222038263428992,1.204155060352832,31.666666666666668,33.333333333333336,28.333333333333332,39.21568627450981,20,19,24.0,9.090909090909092,90.9090909090909,76.0,55.319148936170215,44.680851063829785,15.808958793230317,20.31104921077066,9,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
22,Clemson,W,78,74,26,58,0.448,9,24,0.375,17,22,0.773,7,34,12,5,1,11,13,28,59,0.475,10,25,0.4,8,9,0.889,2,26,17,3,4,9,16,Miami Hurricanes,36,7,2,34,26,68.81280000000001,67.16159999999999,78,74,1.133510044642857,1.1018200876691444,41.37931034482759,42.3728813559322,37.93103448275862,15.254237288135593,27,24,22.580645161290324,6.896551724137931,93.10344827586206,77.41935483870968,56.666666666666664,43.333333333333336,15.985398065476188,13.400514579759864,4,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
23,Duke,W,81,59,32,67,0.478,7,17,0.412,10,11,0.909,11,31,21,13,4,11,11,22,54,0.407,5,19,0.263,10,13,0.769,11,29,16,7,6,21,10,Miami Hurricanes,36,11,11,31,29,68.96640000000001,66.93119999999999,81,59,1.1744849665924275,0.8815021992732838,25.37313432835821,35.18518518518518,16.417910447761194,24.074074074074073,20,18,37.93103448275862,35.483870967741936,64.51612903225806,62.06896551724138,51.666666666666664,48.333333333333336,15.949795842613213,31.375502008032132,22,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
24,Louisville,W,93,85,31,58,0.534,8,20,0.4,23,27,0.852,11,28,20,5,2,6,14,33,57,0.579,10,23,0.435,9,11,0.818,6,20,12,3,1,11,23,Miami Hurricanes,36,11,6,28,20,62.28479999999999,64.1664,93,85,1.493141183723798,1.3246808298424098,34.48275862068966,40.35087719298246,46.55172413793103,19.29824561403509,17,14,44.0,26.08695652173913,73.91304347826087,56.0,58.333333333333336,41.666666666666664,9.63316892725031,17.14292838619589,8,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
25,UNC,W,80,72,26,56,0.464,6,13,0.462,22,26,0.846,6,35,9,5,0,13,15,29,66,0.439,5,31,0.161,9,15,0.6,9,30,6,7,5,9,21,Miami Hurricanes,36,6,9,35,30,71.46239999999999,69.696,80,72,1.1194698190936774,1.0330578512396695,23.214285714285715,46.96969696969697,46.42857142857143,22.727272727272727,29,21,22.22222222222222,23.68421052631579,76.3157894736842,77.77777777777777,53.84615384615385,46.15384615384615,18.191384560272258,12.913223140495868,8,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
26,Wake Forest,W,96,87,37,63,0.587,8,16,0.5,14,18,0.778,6,25,16,12,0,10,9,32,58,0.552,15,35,0.429,8,8,1.0,4,25,22,5,2,18,16,Miami Hurricanes,36,6,4,25,25,71.9232,72.49919999999999,96,87,1.3347570742124935,1.2000132415254239,25.396825396825395,60.3448275862069,28.571428571428573,13.793103448275861,19,21,22.22222222222222,17.391304347826086,82.6086956521739,77.77777777777777,50.0,50.0,13.903719523046806,24.82786016949153,9,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
27,Virginia Tech,W,76,70,27,64,0.422,7,22,0.318,15,19,0.789,14,38,10,8,3,10,11,28,60,0.467,9,27,0.333,5,7,0.714,7,28,17,6,2,12,14,Miami Hurricanes,36,14,7,38,28,65.62559999999999,65.35679999999999,76,70,1.1580846498927249,1.0710438699569136,34.375,45.0,29.6875,11.666666666666666,24,21,40.0,22.580645161290324,77.41935483870968,60.0,57.57575757575758,42.42424242424242,15.237955919641118,18.360752056404234,6,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
28,Florida State,L,84,85,34,64,0.531,8,19,0.421,8,11,0.727,6,29,18,7,2,12,12,33,63,0.524,7,20,0.35,12,14,0.857,5,29,18,10,6,10,12,Miami Hurricanes,36,6,5,29,29,71.8464,71.19359999999999,84,85,1.1691608765366115,1.1939275440489034,29.6875,31.746031746031747,17.1875,22.22222222222222,23,24,20.0,17.857142857142858,82.14285714285714,80.0,50.0,50.0,16.702298236237304,14.046206400575334,-1,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
29,Pitt,W,78,76,25,55,0.455,8,17,0.471,20,23,0.87,13,39,14,0,4,16,15,27,58,0.466,11,26,0.423,11,15,0.733,2,17,14,8,3,6,17,Miami Hurricanes,36,13,2,39,17,65.3952,65.856,78,76,1.1927480916030533,1.154033041788144,30.90909090909091,44.827586206896555,41.81818181818182,25.862068965517242,26,15,46.42857142857143,7.142857142857143,92.85714285714286,53.57142857142857,69.64285714285714,30.357142857142858,24.466627520062634,9.110787172011662,2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
30,Wake Forest,W,74,72,31,59,0.525,6,19,0.316,6,11,0.545,8,36,15,6,5,12,17,27,66,0.409,11,31,0.355,7,14,0.5,11,32,15,5,6,9,14,Miami Hurricanes,36,8,11,36,32,65.1264,67.3536,74,72,1.136251965408805,1.0689851767388825,32.20338983050848,46.96969696969697,18.64406779661017,21.21212121212121,28,21,27.586206896551722,28.205128205128204,71.7948717948718,72.41379310344827,52.94117647058823,47.05882352941177,18.42570754716981,13.362314709236031,2,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
31,Duke,L,78,85,29,62,0.468,8,26,0.308,12,15,0.8,5,21,13,8,2,5,18,28,51,0.549,8,16,0.5,21,25,0.84,7,33,16,4,3,12,13,Miami Hurricanes,36,5,7,21,33,65.856,64.32,78,85,1.184402332361516,1.3215174129353235,41.935483870967744,31.372549019607842,24.193548387096776,49.01960784313726,16,26,16.129032258064516,30.434782608695652,69.56521739130434,83.87096774193549,38.888888888888886,61.111111111111114,7.592322643343052,18.65671641791045,-7,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
32,Drake,W,63,56,17,56,0.304,6,18,0.333,23,29,0.793,6,37,6,7,1,8,11,22,55,0.4,7,24,0.292,5,8,0.625,2,33,15,4,3,10,19,Miami Hurricanes,36,6,2,37,33,67.92960000000001,63.859199999999994,63,56,0.927430751837196,0.8769292443375427,32.142857142857146,43.63636363636363,51.785714285714285,14.545454545454545,31,31,16.216216216216218,6.0606060606060606,93.93939393939394,83.78378378378379,52.857142857142854,47.142857142857146,11.776898436027887,15.659450791741833,7,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
33,Indiana,W,85,69,34,70,0.486,9,23,0.391,8,13,0.615,19,45,14,7,3,12,13,26,63,0.413,8,25,0.32,9,14,0.643,11,29,10,9,7,12,14,Miami Hurricanes,36,19,11,45,29,65.9712,67.3536,85,69,1.2884410166860691,1.0244441277080958,32.857142857142854,39.682539682539684,18.571428571428573,22.22222222222222,26,18,51.351351351351354,29.72972972972973,70.27027027027027,48.648648648648646,60.810810810810814,39.189189189189186,18.189755529685684,17.81641961231471,16,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
34,Houston,W,89,75,31,60,0.517,11,25,0.44,16,19,0.842,6,34,16,4,4,5,16,24,64,0.375,9,31,0.29,18,20,0.9,9,33,16,3,4,8,16,Miami Hurricanes,36,6,9,34,33,64.6656,68.928,89,75,1.3763113618368963,1.0880919220055711,41.666666666666664,48.4375,31.666666666666668,31.25,28,24,20.0,24.324324324324323,75.67567567567568,80.0,50.74626865671642,49.25373134328358,7.732086302454474,11.606313834726091,14,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
35,Texas,W,88,81,29,49,0.592,2,8,0.25,28,32,0.875,4,23,11,9,1,12,14,30,60,0.5,10,25,0.4,11,15,0.733,9,23,20,6,1,13,23,Miami Hurricanes,36,4,9,23,23,68.2368,67.776,88,81,1.2896267116863627,1.195113314447592,16.3265306122449,41.666666666666664,65.3061224489796,25.0,19,14,22.22222222222222,32.142857142857146,67.85714285714286,77.77777777777777,50.0,50.0,17.585818795723128,19.180830972615677,7,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
36,Total,,2866,2589,1038,2143,17.482999999999997,271,735,13.42,519,665,28.063999999999997,323,1160,525,262,114,388,515,963,2157,16.113,276,826,12.156,387,519,26.746,296,1048,520,213,120,433,554,Miami Hurricanes,36,323,296,1160,1048,2400.576,2421.4656,2866,2589,1.1938801354341624,1.0691871897746554,34.297713485767616,38.2939267501159,31.031264582361175,24.061196105702365,837,752,30.046511627906977,26.12533097969991,73.87466902030009,69.95348837209302,52.53623188405797,47.46376811594203,16.16278759764323,17.88173245161938,277,25,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/2390.png,True
37,Stonehill,W,85,54,29,63,0.46,5,24,0.208,22,31,0.71,15,40,16,11,8,15,20,16,45,0.356,5,17,0.294,17,22,0.773,4,20,9,10,2,23,21,UConn Huskies,37,15,4,40,20,73.5744,70.7328,85,54,1.1552931454418929,0.7634364820846906,38.095238095238095,37.77777777777778,49.20634920634921,48.888888888888886,25,16,48.38709677419355,13.793103448275861,86.20689655172414,51.61290322580645,66.66666666666667,33.333333333333336,20.387526096033405,32.51673905175534,31,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
38,Boston University,W,86,57,31,55,0.564,10,21,0.476,14,26,0.538,11,40,17,4,3,14,18,18,53,0.34,2,12,0.167,19,24,0.792,7,28,6,8,1,13,21,UConn Huskies,37,11,7,40,28,66.66239999999999,66.7776,86,57,1.2900825652841783,0.8535796434732604,38.18181818181818,22.641509433962263,47.27272727272727,45.283018867924525,29,21,34.375,19.444444444444443,80.55555555555556,65.625,58.8235294117647,41.1764705882353,21.001344086021508,19.467605903776114,29,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
39,Buffalo,W,84,64,28,63,0.444,6,23,0.261,22,28,0.786,12,37,17,11,6,15,13,25,58,0.431,5,17,0.294,9,13,0.692,4,26,9,8,2,18,23,UConn Huskies,37,12,4,37,26,75.18719999999999,74.6112,84,64,1.1172114402451483,0.857780065191285,36.507936507936506,29.310344827586206,44.44444444444444,22.413793103448278,25,22,35.294117647058826,13.793103448275861,86.20689655172414,64.70588235294117,58.73015873015873,41.26984126984127,19.950204290091932,24.12506433350489,20,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
40,UNC Wilmington,W,86,50,28,52,0.538,10,22,0.455,20,23,0.87,5,33,20,3,5,10,19,17,55,0.309,3,15,0.2,13,20,0.65,11,27,5,6,3,12,20,UConn Huskies,37,5,11,33,27,64.43520000000001,62.208,86,50,1.334674215335717,0.8037551440329218,42.30769230769231,27.272727272727273,44.23076923076923,36.36363636363637,28,16,23.80952380952381,28.205128205128204,71.7948717948718,76.19047619047619,55.0,45.0,15.519467620182755,19.290123456790123,36,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
41,Delaware State,W,95,60,35,61,0.574,12,28,0.429,13,19,0.684,7,34,25,9,6,12,20,20,52,0.385,2,9,0.222,18,26,0.692,6,25,5,6,1,18,19,UConn Huskies,37,7,6,34,25,71.3856,72.4224,95,60,1.3308006096467635,0.8284729586426299,45.90163934426229,17.307692307692307,31.147540983606557,50.0,27,19,26.923076923076923,18.181818181818183,81.81818181818181,73.07692307692308,57.6271186440678,42.3728813559322,16.810112963959117,24.854188759278898,35,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
42,Oregon,W,83,59,30,63,0.476,17,37,0.459,6,11,0.545,11,35,22,9,7,11,25,20,47,0.426,5,15,0.333,14,25,0.56,3,26,11,5,4,16,16,UConn Huskies,37,11,3,35,26,65.1264,68.16,83,59,1.2744447720125784,0.8656103286384977,58.73015873015873,31.914893617021278,17.46031746031746,53.191489361702125,24,23,32.35294117647059,11.11111111111111,88.88888888888889,67.6470588235294,57.377049180327866,42.622950819672134,16.890231918238992,23.474178403755868,24,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
43,Alabama,W,82,67,26,60,0.433,9,24,0.375,21,24,0.875,8,30,18,8,7,11,23,21,50,0.42,6,16,0.375,19,25,0.76,7,32,10,4,6,19,23,UConn Huskies,37,8,7,30,32,70.6176,70.08,82,67,1.1611836142831249,0.9560502283105023,40.0,32.0,40.0,50.0,22,25,24.242424242424242,24.137931034482758,75.86206896551724,75.75757575757575,48.38709677419355,51.61290322580645,15.576853362334603,27.11187214611872,15,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
44,Iowa State,W,71,53,22,53,0.415,7,26,0.269,20,25,0.8,18,45,16,5,2,17,15,22,54,0.407,3,13,0.231,6,10,0.6,7,19,9,13,0,10,21,UConn Huskies,37,18,7,45,19,60.48,58.944,71,53,1.173941798941799,0.8991585233441911,49.056603773584904,24.074074074074073,47.16981132075472,18.51851851851852,27,12,60.0,20.58823529411765,79.41176470588235,40.0,70.3125,29.6875,28.10846560846561,16.965255157437568,18,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
45,Oklahoma State,W,74,64,21,56,0.375,8,23,0.348,24,33,0.727,10,28,11,8,3,6,16,22,56,0.393,4,11,0.364,16,19,0.842,11,34,5,4,3,16,25,UConn Huskies,37,10,11,28,34,63.859199999999994,66.5856,74,64,1.1587993585888956,0.9611687812379854,41.07142857142857,19.642857142857142,58.92857142857143,33.92857142857143,18,23,30.303030303030305,37.93103448275862,62.06896551724138,69.6969696969697,45.16129032258065,54.83870967741935,9.3956704750451,24.029219530949636,10,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
46,Florida,W,75,54,30,58,0.517,7,19,0.368,8,9,0.889,8,39,16,9,7,15,19,16,53,0.302,4,15,0.267,18,28,0.643,6,25,6,8,6,12,14,UConn Huskies,37,8,6,39,25,66.20159999999998,68.46719999999999,75,54,1.1329031322505803,0.788698822209759,32.758620689655174,28.30188679245283,15.517241379310345,52.83018867924528,31,19,29.62962962962963,16.216216216216218,83.78378378378379,70.37037037037037,60.9375,39.0625,22.658062645011608,17.5266404935502,21,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
47,LIU,W,114,61,45,72,0.625,14,32,0.438,10,13,0.769,9,38,29,10,6,11,17,22,52,0.423,2,9,0.222,15,24,0.625,4,18,5,4,2,21,12,UConn Huskies,37,9,4,38,18,76.5312,76.3776,114,61,1.4895885599598595,0.7986634824870119,44.44444444444444,17.307692307692307,18.055555555555557,46.15384615384615,29,14,39.130434782608695,12.121212121212121,87.87878787878788,60.869565217391305,67.85714285714286,32.142857142857146,14.373222946981102,27.494972347913524,53,28,https://a.espncdn.com/combiner/i?img=/i/teamlogos/ncaa/500/41.png,True
